1757693776.657427, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000
1757693779.748505, 0.0024092, -0.0032377, 0.0009142, -0.0060473, -0.0011274, 0.0036707, 0.9999743
1757693779.782106, 0.0018141, -0.0045870, 0.0000883, -0.0068696, -0.0006922, 0.0034694, 0.9999701
1757693779.916512, 0.0026554, -0.0087837, 0.0018956, -0.0112802, 0.0002174, -0.0087688, 0.9998979
1757693779.983715, 0.0039558, -0.0163681, 0.0036825, -0.0081716, 0.0027020, -0.0149795, 0.9998507
1757693780.118121, 0.0031823, -0.0229606, 0.0040579, -0.0039423, 0.0084437, 0.0005432, 0.9999564
1757693780.353324, 0.0105897, -0.0367930, 0.0086242, -0.0080913, 0.0226318, -0.0033446, 0.9997056
1757693780.487725, 0.0113973, -0.0356226, 0.0098911, -0.0164519, 0.0146805, -0.0094996, 0.9997118
1757693780.622127, 0.0116148, -0.0349657, 0.0124036, -0.0217181, 0.0081202, -0.0119461, 0.9996598
1757693780.857331, 0.0168044, -0.0446047, 0.0173221, -0.0271808, 0.0076213, -0.0173519, 0.9994509
1757693780.991734, 0.0199447, -0.0567946, 0.0194272, -0.0260218, 0.0066146, -0.0154772, 0.9995196
1757693781.058935, 0.0223175, -0.0618153, 0.0236476, -0.0220797, 0.0083176, -0.0167527, 0.9995812
1757693781.294129, 0.0359569, -0.0911952, 0.0343824, -0.0171508, 0.0131739, -0.0216759, 0.9995311
1757693781.428520, 0.0465484, -0.1082392, 0.0405939, -0.0155344, 0.0130550, -0.0259894, 0.9994562
1757693781.529314, 0.0541059, -0.1233244, 0.0447188, -0.0136368, 0.0156086, -0.0239025, 0.9994994
1757693781.697303, 0.0638607, -0.1545047, 0.0502440, -0.0110977, 0.0173405, -0.0167240, 0.9996482
1757693782.033279, 0.0791811, -0.2255363, 0.0531118, -0.0164862, 0.0123770, -0.0097268, 0.9997402
1757693782.201270, 0.0894928, -0.2619660, 0.0534839, -0.0131105, 0.0105408, -0.0102728, 0.9998057
1757693782.369279, 0.1036578, -0.3222332, 0.0504345, -0.0169598, 0.0090470, -0.0077779, 0.9997850
1757693782.671696, 0.1142589, -0.4129874, 0.0549343, -0.0200538, 0.0050201, -0.0129198, 0.9997028
1757693782.806105, 0.1156868, -0.4475428, 0.0583734, -0.0196974, 0.0005967, -0.0141427, 0.9997058
1757693783.041320, 0.1346967, -0.5160152, 0.0674643, -0.0220538, 0.0160286, -0.0157751, 0.9995038
1757693783.276527, 0.1511512, -0.5902452, 0.0820429, -0.0219822, 0.0423153, -0.0157259, 0.9987386
1757693783.545317, 0.1692779, -0.6761796, 0.0931659, -0.0174447, 0.0623870, -0.0098069, 0.9978514
1757693783.746909, 0.1889260, -0.7352068, 0.0901135, -0.0328206, 0.0706704, -0.0072099, 0.9969336
1757693783.948502, 0.2076766, -0.7703143, 0.0866271, -0.0366223, 0.0852659, 0.0029060, 0.9956807
1757693784.150094, 0.2270128, -0.7965158, 0.0900572, -0.0292714, 0.0995994, 0.0059759, 0.9945790
1757693784.351694, 0.2548180, -0.8167226, 0.1073185, -0.0222283, 0.1065877, 0.0013147, 0.9940540
1757693784.586896, 0.2941881, -0.8329329, 0.1408042, -0.0153085, 0.1207221, 0.0027567, 0.9925644
1757693784.822099, 0.3475142, -0.8390064, 0.1875262, -0.0035841, 0.1192867, -0.0023064, 0.9928507
1757693785.090903, 0.4214992, -0.8337939, 0.2499956, 0.0016747, 0.1457322, 0.0007832, 0.9893224
1757693785.292494, 0.4865474, -0.8292428, 0.2972690, 0.0014552, 0.1628407, 0.0021536, 0.9866489
1757693785.527670, 0.5734769, -0.8263779, 0.3653755, 0.0109160, 0.1612089, 0.0036934, 0.9868530
