1757693776.657427, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000
1757693779.748505, 0.0029445, -0.0032156, 0.0001083, -0.0057286, -0.0012076, 0.0039026, 0.9999753
1757693779.782106, 0.0022848, -0.0042734, -0.0002129, -0.0065814, -0.0007646, 0.0037055, 0.9999712
1757693779.815707, 0.0019426, -0.0079479, -0.0076651, -0.0081552, 0.0012014, 0.0027526, 0.9999622
1757693779.916512, 0.0034765, -0.0091187, 0.0009416, -0.0110230, 0.0000126, -0.0084570, 0.9999035
1757693780.017316, 0.0062397, -0.0200120, 0.0009544, -0.0085696, 0.0057769, -0.0110374, 0.9998857
1757693780.118121, 0.0041211, -0.0232631, 0.0034093, -0.0038947, 0.0083185, 0.0007731, 0.9999575
1757693780.252523, 0.0063222, -0.0329160, 0.0052433, -0.0059852, 0.0136670, -0.0055899, 0.9998730
1757693780.353324, 0.0111591, -0.0368559, 0.0081232, -0.0078900, 0.0225430, -0.0030720, 0.9997100
1757693780.554926, 0.0108437, -0.0363777, 0.0086025, -0.0202647, 0.0092504, -0.0118944, 0.9996811
1757693781.159738, 0.0276911, -0.0753052, 0.0249507, -0.0212661, 0.0099216, -0.0191261, 0.9995416
1757693781.260531, 0.0338914, -0.0861121, 0.0321151, -0.0172803, 0.0119731, -0.0196410, 0.9995860
1757693781.394922, 0.0438989, -0.1039214, 0.0375913, -0.0158394, 0.0121313, -0.0253669, 0.9994791
1757693781.495716, 0.0523585, -0.1188534, 0.0407185, -0.0141778, 0.0150240, -0.0248329, 0.9994782
1757693781.663705, 0.0623992, -0.1486525, 0.0457148, -0.0117397, 0.0175369, -0.0176364, 0.9996217
1757693781.831693, 0.0727361, -0.1873339, 0.0477135, -0.0088523, 0.0192226, -0.0105803, 0.9997200
1757693782.100474, 0.0833586, -0.2391264, 0.0510624, -0.0111376, 0.0129885, -0.0052041, 0.9998401
1757693782.335677, 0.0998207, -0.3108495, 0.0488655, -0.0177488, 0.0085327, -0.0082500, 0.9997720
1757693782.772503, 0.1144577, -0.4375226, 0.0549347, -0.0183262, 0.0012908, -0.0119677, 0.9997596
1757693783.041320, 0.1340509, -0.5146856, 0.0641758, -0.0217049, 0.0158962, -0.0156036, 0.9995162
1757693783.276527, 0.1496277, -0.5867358, 0.0786226, -0.0213604, 0.0422838, -0.0157065, 0.9987538
1757693783.545317, 0.1691397, -0.6753792, 0.0888718, -0.0171207, 0.0621953, -0.0094438, 0.9978725
1757693783.713310, 0.1856419, -0.7261257, 0.0886029, -0.0301236, 0.0690997, -0.0077966, 0.9971244
1757693783.982100, 0.2092098, -0.7709736, 0.0828144, -0.0334779, 0.0883600, 0.0037505, 0.9955188
1757693784.217293, 0.2349856, -0.8029248, 0.0912357, -0.0262568, 0.1009210, 0.0031634, 0.9945428
