1757693776.657427, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000
1757693779.748505, 0.0024321, -0.0027201, 0.0005371, -0.0057243, -0.0011188, 0.0037969, 0.9999758
1757693779.782106, 0.0020699, -0.0038849, -0.0001244, -0.0065142, -0.0007886, 0.0037060, 0.9999716
1757693779.916512, 0.0026823, -0.0088287, 0.0000838, -0.0111307, 0.0001062, -0.0086334, 0.9999008
1757693779.983715, 0.0044811, -0.0156550, 0.0022240, -0.0079109, 0.0025741, -0.0148363, 0.9998553
1757693780.218923, 0.0040832, -0.0298584, 0.0041234, -0.0048819, 0.0106111, -0.0045671, 0.9999213
1757693780.353324, 0.0110294, -0.0356937, 0.0087559, -0.0078511, 0.0226454, -0.0032212, 0.9997075
1757693780.454125, 0.0110682, -0.0345086, 0.0110852, -0.0137874, 0.0168949, -0.0063123, 0.9997423
1757693780.554926, 0.0106702, -0.0350986, 0.0098940, -0.0201531, 0.0093529, -0.0120156, 0.9996809
1757693781.058935, 0.0225420, -0.0617840, 0.0218773, -0.0219193, 0.0082118, -0.0165897, 0.9995884
1757693781.126137, 0.0249645, -0.0690276, 0.0253635, -0.0218295, 0.0083757, -0.0194932, 0.9995366
1757693781.226933, 0.0310214, -0.0815140, 0.0292257, -0.0186169, 0.0116111, -0.0187519, 0.9995834
1757693781.327727, 0.0377292, -0.0946903, 0.0328757, -0.0163131, 0.0129972, -0.0238821, 0.9994972
1757693781.428520, 0.0458580, -0.1071346, 0.0384509, -0.0153444, 0.0130552, -0.0261986, 0.9994537
1757693781.529314, 0.0538773, -0.1217629, 0.0424344, -0.0132534, 0.0155376, -0.0240824, 0.9995013
1757693781.663705, 0.0622029, -0.1458060, 0.0469562, -0.0113473, 0.0177085, -0.0178665, 0.9996191
1757693781.999682, 0.0772551, -0.2170639, 0.0531735, -0.0174388, 0.0136208, -0.0120882, 0.9996821
1757693782.167668, 0.0861919, -0.2522727, 0.0516372, -0.0106460, 0.0119208, -0.0084547, 0.9998365
1757693782.402881, 0.1039996, -0.3302374, 0.0487517, -0.0155086, 0.0093503, -0.0079426, 0.9998045
1757693782.772503, 0.1141818, -0.4356278, 0.0542985, -0.0178873, 0.0013919, -0.0123042, 0.9997633
1757693782.940514, 0.1223269, -0.4817992, 0.0609410, -0.0178793, 0.0071522, -0.0125272, 0.9997361
1757693783.142127, 0.1400801, -0.5423217, 0.0727249, -0.0224616, 0.0328292, -0.0178370, 0.9990493
1757693783.377323, 0.1530305, -0.6189759, 0.0842722, -0.0195863, 0.0451737, -0.0162756, 0.9986545
1757693783.545317, 0.1654418, -0.6705474, 0.0902739, -0.0162953, 0.0627887, -0.0101934, 0.9978417
1757693783.746909, 0.1864267, -0.7293933, 0.0870518, -0.0315757, 0.0709279, -0.0073161, 0.9969547
1757693783.982100, 0.2079329, -0.7659507, 0.0830363, -0.0325175, 0.0886307, 0.0034208, 0.9955277
1757693784.250894, 0.2352874, -0.8010506, 0.0933591, -0.0234280, 0.1028084, -0.0000237, 0.9944252
1757693784.586896, 0.2905245, -0.8236027, 0.1375389, -0.0135696, 0.1211530, 0.0027062, 0.9925374
1757693784.788499, 0.3329910, -0.8311788, 0.1794720, -0.0031627, 0.1194773, -0.0012250, 0.9928312
1757693785.057302, 0.4037583, -0.8274096, 0.2395258, 0.0037787, 0.1454327, 0.0003772, 0.9893609
1757693785.258897, 0.4692438, -0.8216375, 0.2859962, 0.0038808, 0.1617249, 0.0015627, 0.9868270
1757693785.494073, 0.5522170, -0.8224882, 0.3531258, 0.0091336, 0.1634257, 0.0025890, 0.9865100
1757693785.695652, 0.6259856, -0.8219948, 0.4169901, 0.0274045, 0.1533608, -0.0026471, 0.9877867
1757693785.897231, 0.6866280, -0.8237998, 0.4786719, 0.0128762, 0.1366157, -0.0083450, 0.9905053
1757693786.166002, 0.7469288, -0.8122716, 0.5817822, -0.0021944, 0.1350927, 0.0100899, 0.9907792
1757693786.401256, 0.8274987, -0.8282599, 0.5877608, 0.0033600, 0.1229446, 0.0162079, 0.9922755
1757693786.703782, 0.9017081, -0.9085610, 0.5755185, -0.0020816, 0.1112879, 0.0478814, 0.9926319
1757693786.972700, 0.9535236, -0.9248666, 0.5118276, -0.0064742, 0.0898058, 0.0508065, 0.9946415
1757693787.241631, 1.1252245, -0.9269164, 0.4874931, 0.0031243, 0.0535611, 0.0611941, 0.9966829
1757693787.543997, 1.3121208, -0.9709440, 0.4733564, -0.0000962, 0.0171424, 0.0521028, 0.9984946
1757693787.812766, 1.3626276, -0.9447755, 0.6077119, -0.0156190, -0.0011185, 0.0502705, 0.9986129
1757693788.081534, 1.4034743, -0.9127007, 0.8089415, -0.0018060, -0.0119062, 0.0378513, 0.9992108
1757693788.350297, 1.4370219, -0.9109298, 1.0136210, 0.0041602, -0.0155115, 0.0501090, 0.9986146
1757693788.652642, 1.4747835, -0.9050359, 1.2284410, -0.0108412, -0.0167430, 0.0421967, 0.9989102
1757693788.887797, 1.5034990, -0.9035517, 1.4020095, -0.0018368, -0.0387472, 0.0493843, 0.9980263
1757693789.122951, 1.5224637, -0.9124361, 1.5620831, -0.0047141, -0.0598098, 0.0489407, 0.9969982
1757693789.391707, 1.5272601, -0.9039714, 1.7491829, -0.0214769, -0.0693159, 0.0514302, 0.9960366
1757693789.626877, 1.5227400, -0.8978064, 1.9430802, -0.0089477, -0.0648918, 0.0765423, 0.9949122
1757693789.861566, 1.5181551, -0.8979244, 2.1382105, -0.0094140, -0.0482833, 0.0871305, 0.9949816
1757693790.061698, 1.5162331, -0.8825982, 2.3021851, -0.0295601, -0.0473855, 0.0683062, 0.9960999
1757693790.295187, 1.5256877, -0.8782653, 2.4943838, -0.0202219, -0.0572036, 0.0668826, 0.9959144
1757693790.528682, 1.5213437, -0.8852008, 2.6896014, -0.0348417, -0.0877016, 0.0431404, 0.9946021
1757693790.695463, 1.5077251, -0.8753387, 2.8259876, -0.0420499, -0.0882484, 0.0453873, 0.9941750
1757693790.928957, 1.4680040, -0.8461972, 3.0430458, -0.0416180, -0.0926411, 0.0601500, 0.9930093
1757693791.229162, 1.4158731, -0.8667535, 3.3125069, -0.0305730, -0.0801571, 0.0783682, 0.9932263
1757693791.462663, 1.3824381, -0.8606067, 3.5028691, -0.0551922, -0.0820163, 0.0753395, 0.9922455
1757693791.762880, 1.3413608, -0.8551286, 3.7575524, -0.0456434, -0.0795449, 0.0661142, 0.9935886
1757693792.096452, 1.2948933, -0.8736871, 4.0293517, -0.0620959, -0.0948244, 0.0573277, 0.9919002
1757693792.396667, 1.2489804, -0.8347198, 4.2869925, -0.0565079, -0.0912540, 0.0626857, 0.9922450
1757693792.730238, 1.1955751, -0.8202556, 4.5659680, -0.0600301, -0.0741164, 0.0624623, 0.9934795
1757693793.263951, 1.1491274, -0.7672108, 5.0035501, -0.0435233, -0.0963041, 0.0640666, 0.9923340
1757693793.764297, 1.0747427, -0.7069289, 5.4394302, -0.0534467, -0.1029938, 0.0678626, 0.9909240
1757693794.197927, 1.0095155, -0.6812018, 5.8318820, -0.0660111, -0.0927774, 0.0641089, 0.9914257
1757693794.731635, 0.9263058, -0.6286728, 6.3076396, -0.0476758, -0.1067812, 0.0748841, 0.9903116
1757693795.165272, 0.8415830, -0.5647169, 6.6972046, -0.0512361, -0.1011143, 0.0714710, 0.9909806
